file,target_len,prompt_snippet,target_snippet,generations,best_bleu,best_recall,best_rougeL,exact_match_any
src/Components/BillingNamePaymentInput.res,1928,"open RecoilAtoms
open PaymentType
open Utils

@react.component
let make = (~paymentType, ~customFieldName=None, ~requiredFields as optionalRequiredFields=?) => {
  let {config, localeString} = Recoil.useRecoilValueFromAtom(configAtom)
  let {fields} = Recoil.useRecoilValueFromAtom(optionAtom)
  let loggerState = Recoil.useRecoilValueFromAtom(loggerAtom)

  let (billingName, setBillingName) = Recoi...","  )

  let showDetails = getShowDetails(~billingDetails=fields.billingDetails, ~logger=loggerState)

  let changeName = ev => {
    let val: string = ReactEvent.Form.target(ev)[""value""]
    setBillingName(prev => {
      value: val,
      isValid: Some(val !== """"),
      errorString: val !== """" ? """" : prev.errorString,
    })
  }
  let onBlur = ev => {
    let val: string = ReactEvent.Focus.target...","['', '', '']",0.0,0.0,0.0,0
src/screens/Connectors/PaymentProcessor/ConnectorMetaData/GooglePay/GPayFlow/GPayFlowHelper.res,1642,"module Landing = {
  @react.component
  let make = (
    ~googlePayIntegrationType,
    ~closeModal,
    ~setGooglePayIntegrationStep,
    ~setGooglePayIntegrationType,
  ) => {
    open GPayFlowTypes
    open AdditionalDetailsSidebarHelper
    <>
      <div
        className=""p-6 m-2 cursor-pointer""
        onClick={_ => setGooglePayIntegrationType(_ => #payment_gateway)}>
        <Card heading=""...","teway"" isSelected={googlePayIntegrationType === #payment_gateway}>
          <div className={` mt-2 text-base text-hyperswitch_black opacity-50 font-normal`}>
            {""Integrate Google Pay with your payment gateway.""->React.string}
          </div>
          <div className=""flex gap-2 mt-4"">
            <CustomTag tagText=""Faster Configuration"" tagSize=4 tagLeftIcon=Some(""ellipse-green"") />
 ...","['', '', '']",0.0,0.0,0.0,0
crates/api_models/src/events/locker_migration.rs,234,"use common_utils::events::ApiEventMetric;

use crate::lock","er_migration::MigrateCardResponse;

impl ApiEventMetric for MigrateCardResponse {
    fn get_api_event_type(&self) -> Option<common_utils::events::ApiEventsType> {
        Some(common_utils::events::ApiEventsType::RustLocker)
    }
}
","['', '', '']",0.0,0.0,0.0,0
src/components/MobileView.res,124,"@react.component
let make = (~ch","ildren) => {
  let isMobileView = MatchMedia.useMobileChecker()

  <RenderIf condition=isMobileView> children </RenderIf>
}
","['', '', '']",0.0,0.0,0.0,0
crates/router/tests/connectors/getnet.rs,11000,"use hyperswitch_domain_models::payment_method_data::{Card, PaymentMethodData};
use masking::Secret;
use router::types::{self, api, storage::enums};
use test_utils::connector_auth;

use crate::utils::{self, ConnectorActions};

#[derive(Clone, Copy)]
struct GetnetTest;
impl ConnectorActions for GetnetTest {}
impl utils::Connector for GetnetTest {
    fn get_data(&self) -> api::ConnectorData {
      ...","_payment(payment_method_details(), get_default_payment_info())
        .await
        .expect(""Authorize payment response"");
    let txn_id = utils::get_connector_transaction_id(authorize_response.response);
    let response = CONNECTOR
        .psync_retry_till_status_matches(
            enums::AttemptStatus::Authorized,
            Some(types::PaymentsSyncData {
                connector_transa...","['', '', '']",0.0,0.0,0.0,0
crates/router/src/db/fraud_check.rs,3324,"use diesel_models::fraud_check::{self as storage, FraudCheck, FraudCheckUpdate};
use error_stack::report;
use router_env::{instrument, tracing};

use super::MockDb;
use crate::{
    connection,
    core::errors::{self, CustomResult},
    services::Store,
};

#[async_trait::async_trait]
pub trait FraudCheckInterface {
    async fn insert_fraud_check_response(
        &self,
        new: storage::Fr...","antId,
    ) -> CustomResult<FraudCheck, errors::StorageError>;

    async fn find_fraud_check_by_payment_id_if_present(
        &self,
        payment_id: common_utils::id_type::PaymentId,
        merchant_id: common_utils::id_type::MerchantId,
    ) -> CustomResult<Option<FraudCheck>, errors::StorageError>;
}

#[async_trait::async_trait]
impl FraudCheckInterface for Store {
    #[instrument(skip...","['', '', '']",0.0,0.0,0.0,0
src/screens/NewAnalytics/PaymentAnalytics/PaymentsOverviewSection/NewPaymentsOverviewSectionHelper.res,1512,"module SmartRetryCard = {
  open NewAnalyticsHelper
  open NewPaymentsOverviewSectionTypes
  open NewPaymentsOverviewSectionUtils
  open NewAnalyticsUtils
  @react.component
  let make = (~responseKey: overviewColumns, ~data) => {
    open LogicUtils
    let {filterValueJson} = React.useContext(FilterContext.filterContext)
    let comparison = filterValueJson->getString(""comp","arison"", """")->DateRangeUtils.comparisonMapprer
    let currency = filterValueJson->getString((#currency: NewAnalyticsTypes.filters :> string), """")
    let config = getInfo(~responseKey)
    let primaryValue = getValueFromObj(data, 0, responseKey->getStringFromVariant)
    let secondaryValue = getValueFromObj(data, 1, responseKey->getStringFromVariant)

    let (value, direction) = calculatePercent...","['', '', '']",0.0,0.0,0.0,0
crates/router/tests/connectors/airwallex.rs,13580,"use std::str::FromStr;

use hyperswitch_domain_models::address::{Address, AddressDetails};
use masking::{PeekInterface, Secret};
use router::types::{self, domain, storage::enums, AccessToken};

use crate::{
    connector_auth,
    utils::{self, Connector, ConnectorActions},
};

#[derive(Clone, Copy)]
struct AirwallexTest;
impl ConnectorActions for AirwallexTest {}

static CONNECTOR: AirwallexTest ...","ect(""Authorize payment response"");
    assert_eq!(response.status, enums::AttemptStatus::Authorized);
}

// Captures a payment using the manual capture flow (Non 3DS).
#[serial_test::serial]
#[actix_web::test]
async fn should_capture_authorized_payment() {
    let response = CONNECTOR
        .authorize_and_capture_payment(payment_method_details(), None, get_default_payment_info())
        .await
...","['', '', '']",0.0,0.0,0.0,0
crates/hyperswitch_connectors/src/connectors/fiserv/transformers.rs,18395,"use common_enums::enums;
use common_utils::{ext_traits::ValueExt, pii, types::FloatMajorUnit};
use error_stack::ResultExt;
use hyperswitch_domain_models::{
    payment_method_data::PaymentMethodData,
    router_data::{ConnectorAuthType, RouterData},
    router_flow_types::refunds::{Execute, RSync},
    router_request_types::ResponseId,
    router_response_types::{PaymentsResponseData, RefundsRespo...","dConnectorConfig {
                config: ""Merchant connector account metadata"",
            })?;

        let merchant_details = MerchantDetails {
            merchant_id: auth.merchant_account,
            terminal_id: Some(session.terminal_id),
        };

        let transaction_interaction = TransactionInteraction {
            //Payment is being made in online mode, card not present
       ...","['', '', '']",0.0,0.0,0.0,0
crates/api_models/src/payments/additional_info.rs,6653,"use common_utils::new_type::{
    MaskedBankAccount, MaskedIban, MaskedRoutingNumber, MaskedSortCode, MaskedUpiVpaId,
};
use masking::Secret;
use utoipa::ToSchema;

use crate::enums as api_enums;

#[derive(Eq, PartialEq, Clone, Debug, serde::Deserialize, serde::Serialize, ToSchema)]
#[serde(rename_all = ""snake_case"")]
pub enum BankDebitAdditionalData {
    Ach(Box<AchBankDebitAdditionalData>),
   ...","rType>, example = ""personal"")]
    pub bank_holder_type: Option<common_enums::BankHolderType>,
}

#[derive(Eq, PartialEq, Clone, Debug, serde::Deserialize, serde::Serialize, ToSchema)]
pub struct BacsBankDebitAdditionalData {
    /// Partially masked account number for Bacs payment method
    #[schema(value_type = String, example = ""0001****3456"")]
    pub account_number: MaskedBankAccount,

    /...","['', '', '']",0.0,0.0,0.0,0
crates/router/tests/health_check.rs,196,"mod utils;

use utils::{mk_service, AppClient};

","#[actix_web::test]
async fn health_check() {
    let server = Box::pin(mk_service()).await;
    let client = AppClient::guest();

    assert_eq!(client.health(&server).await, ""health is good"");
}
","['', '', '']",0.0,0.0,0.0,0
crates/router/src/types/storage.rs,2036,"pub mod address;
pub mod api_keys;
pub mod authentication;
pub mod authorization;
pub mod blocklist;
pub mod blocklist_fingerprint;
pub mod blocklist_lookup;
pub mod business_profile;
pub mod callback_mapper;
pub mod capture;
pub mod cards_info;
pub mod configs;
pub mod customers;
pub mod dashboard_metadata;
pub mod dispute;
pub mod dynamic_routing_stats;
pub mod enums;
pub mod ephemeral_key;
pub ...",")]
pub mod kv;
pub mod locker_mock_up;
pub mod mandate;
pub mod merchant_account;
pub mod merchant_connector_account;
pub mod merchant_key_store;
pub mod payment_attempt;
pub mod payment_link;
pub mod payment_method;
pub mod payout_attempt;
pub mod payouts;
pub mod refund;
#[cfg(feature = ""v2"")]
pub mod revenue_recovery;
pub mod reverse_lookup;
pub mod role;
pub mod routing_algorithm;
pub mod unif...","['', '', '']",0.0,0.0,0.0,0
src/screens/Settings/BusinessDetails.res,5528,"open HSwitchSettingTypes
open MerchantAccountUtils
open APIUtils
open SettingsFieldsInfo

module InfoOnlyView = {
  @react.component
  let make = (~heading, ~subHeading=""Default value"") => {
    <div className=""flex flex-col gap-2 m-2 md:m-4"">
      <p className=""font-semibold text-fs-13""> {heading->React.string} </p>
      <p className=""font-medium text-fs-13 text-black opacity-50 break-words"">
 ...","tring}>
            {switch formState {
            | Preview => <InfoOnlyView heading={field.label} subHeading={defaultText} />
            | Edit =>
              <FormRenderer.FieldRenderer
                labelClass=""font-semibold !text-black""
                field={FormRenderer.makeFieldInfo(
                  ~label=field.label,
                  ~name=field.name,
                  ~placehol...","['', '', '']",0.0,0.0,0.0,0
